sequence,raw_entry,entry,marker,exam_level,source_pdf_page,source_print_page,source_id
351,★ autobiography autobiographic(al),autobiography autobiographic(al),★,cet6_excluded,29,24,cet-english-2016-revised-word-list
352,automate automation automatic automatically,automate automation automatic automatically,,cet4,29,24,cet-english-2016-revised-word-list
353,★ autonomous autonomy,autonomous autonomy,★,cet6_excluded,29,24,cet-english-2016-revised-word-list
354,autumn,autumn,,cet4,29,24,cet-english-2016-revised-word-list
355,★ auxiliary,auxiliary,★,cet6_excluded,29,24,cet-english-2016-revised-word-list
356,★ avail,avail,★,cet6_excluded,29,24,cet-english-2016-revised-word-list
357,available availability,available availability,,cet4,29,24,cet-english-2016-revised-word-list
358,★ avenge,avenge,★,cet6_excluded,29,24,cet-english-2016-revised-word-list
359,avenue,avenue,,cet4,29,24,cet-english-2016-revised-word-list
360,average,average,,cet4,29,24,cet-english-2016-revised-word-list
361,★ avert aversion,avert aversion,★,cet6_excluded,29,24,cet-english-2016-revised-word-list
362,aviation,aviation,,cet4,29,24,cet-english-2016-revised-word-list
363,avoid avoidance,avoid avoidance,,cet4,29,24,cet-english-2016-revised-word-list
364,await,await,,cet4,29,24,cet-english-2016-revised-word-list
365,awake,awake,,cet4,29,24,cet-english-2016-revised-word-list
366,award,award,,cet4,29,24,cet-english-2016-revised-word-list
367,aware awareness,aware awareness,,cet4,29,24,cet-english-2016-revised-word-list
368,away,away,,cet4,29,24,cet-english-2016-revised-word-list
369,awe,awe,,cet4,29,24,cet-english-2016-revised-word-list
370,awesome,awesome,,cet4,29,24,cet-english-2016-revised-word-list
371,awful,awful,,cet4,29,24,cet-english-2016-revised-word-list
372,awkward,awkward,,cet4,29,24,cet-english-2016-revised-word-list
373,ax(e),ax(e),,cet4,29,24,cet-english-2016-revised-word-list
374,axis,axis,,cet4,29,24,cet-english-2016-revised-word-list
375,baby,baby,,cet4,29,24,cet-english-2016-revised-word-list
376,baby boom baby boomer,baby boom baby boomer,,cet4,29,24,cet-english-2016-revised-word-list
377,bachelor,bachelor,,cet4,29,24,cet-english-2016-revised-word-list
378,back,back,,cet4,29,24,cet-english-2016-revised-word-list
379,background,background,,cet4,30,25,cet-english-2016-revised-word-list
380,backup,backup,,cet4,30,25,cet-english-2016-revised-word-list
381,backward backwards,backward backwards,,cet4,30,25,cet-english-2016-revised-word-list
382,backyard,backyard,,cet4,30,25,cet-english-2016-revised-word-list
383,bacon,bacon,,cet4,30,25,cet-english-2016-revised-word-list
384,bacteria,bacteria,,cet4,30,25,cet-english-2016-revised-word-list
385,bad,bad,,cet4,30,25,cet-english-2016-revised-word-list
386,badge,badge,,cet4,30,25,cet-english-2016-revised-word-list
387,badly,badly,,cet4,30,25,cet-english-2016-revised-word-list
388,badminton,badminton,,cet4,30,25,cet-english-2016-revised-word-list
389,★ baffle,baffle,★,cet6_excluded,30,25,cet-english-2016-revised-word-list
390,bag,bag,,cet4,30,25,cet-english-2016-revised-word-list
391,baggage,baggage,,cet4,30,25,cet-english-2016-revised-word-list
392,bail,bail,,cet4,30,25,cet-english-2016-revised-word-list
393,bait,bait,,cet4,30,25,cet-english-2016-revised-word-list
394,bake bakery,bake bakery,,cet4,30,25,cet-english-2016-revised-word-list
395,balance,balance,,cet4,30,25,cet-english-2016-revised-word-list
396,balcony,balcony,,cet4,30,25,cet-english-2016-revised-word-list
397,★ bald,bald,★,cet6_excluded,30,25,cet-english-2016-revised-word-list
398,ball,ball,,cet4,30,25,cet-english-2016-revised-word-list
399,ballet,ballet,,cet4,30,25,cet-english-2016-revised-word-list
400,balloon,balloon,,cet4,30,25,cet-english-2016-revised-word-list
401,ballot,ballot,,cet4,30,25,cet-english-2016-revised-word-list
402,bamboo,bamboo,,cet4,30,25,cet-english-2016-revised-word-list
403,ban,ban,,cet4,30,25,cet-english-2016-revised-word-list
404,banana,banana,,cet4,30,25,cet-english-2016-revised-word-list
405,band,band,,cet4,30,25,cet-english-2016-revised-word-list
406,bandage,bandage,,cet4,30,25,cet-english-2016-revised-word-list
407,bang,bang,,cet4,30,25,cet-english-2016-revised-word-list
408,bank１ banking banker,bank banking banker,,cet4,30,25,cet-english-2016-revised-word-list
409,bank２,bank,,cet4,30,25,cet-english-2016-revised-word-list
410,banknote,banknote,,cet4,30,25,cet-english-2016-revised-word-list
411,bankrupt bankruptcy,bankrupt bankruptcy,,cet4,30,25,cet-english-2016-revised-word-list
412,banner,banner,,cet4,30,25,cet-english-2016-revised-word-list
413,banquet,banquet,,cet4,30,25,cet-english-2016-revised-word-list
414,bar,bar,,cet4,30,25,cet-english-2016-revised-word-list
415,barbecue/BBQ,barbecue/BBQ,,cet4,30,25,cet-english-2016-revised-word-list
416,barber,barber,,cet4,30,25,cet-english-2016-revised-word-list
417,bare barely,bare barely,,cet4,30,25,cet-english-2016-revised-word-list
418,bargain,bargain,,cet4,30,25,cet-english-2016-revised-word-list
419,★ barge,barge,★,cet6_excluded,30,25,cet-english-2016-revised-word-list
420,bark,bark,,cet4,30,25,cet-english-2016-revised-word-list
421,★ barn,barn,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
422,★ barometer,barometer,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
423,★ barracks,barracks,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
424,barrel,barrel,,cet4,31,26,cet-english-2016-revised-word-list
425,★ barren,barren,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
426,barrier,barrier,,cet4,31,26,cet-english-2016-revised-word-list
427,base,base,,cet4,31,26,cet-english-2016-revised-word-list
428,baseball,baseball,,cet4,31,26,cet-english-2016-revised-word-list
429,basement,basement,,cet4,31,26,cet-english-2016-revised-word-list
430,basic basically,basic basically,,cet4,31,26,cet-english-2016-revised-word-list
431,basin,basin,,cet4,31,26,cet-english-2016-revised-word-list
432,basis,basis,,cet4,31,26,cet-english-2016-revised-word-list
433,basket,basket,,cet4,31,26,cet-english-2016-revised-word-list
434,basketball,basketball,,cet4,31,26,cet-english-2016-revised-word-list
435,★ bass,bass,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
436,bat,bat,,cet4,31,26,cet-english-2016-revised-word-list
437,batch,batch,,cet4,31,26,cet-english-2016-revised-word-list
438,bath,bath,,cet4,31,26,cet-english-2016-revised-word-list
439,bathe,bathe,,cet4,31,26,cet-english-2016-revised-word-list
440,bathroom,bathroom,,cet4,31,26,cet-english-2016-revised-word-list
441,battalion,battalion,,cet4,31,26,cet-english-2016-revised-word-list
442,★ batter,batter,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
443,battery,battery,,cet4,31,26,cet-english-2016-revised-word-list
444,battle,battle,,cet4,31,26,cet-english-2016-revised-word-list
445,bay,bay,,cet4,31,26,cet-english-2016-revised-word-list
446,be,be,,cet4,31,26,cet-english-2016-revised-word-list
447,beach,beach,,cet4,31,26,cet-english-2016-revised-word-list
448,★ bead,bead,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
449,★ beak,beak,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
450,beam,beam,,cet4,31,26,cet-english-2016-revised-word-list
451,bean,bean,,cet4,31,26,cet-english-2016-revised-word-list
452,bear,bear,,cet4,31,26,cet-english-2016-revised-word-list
453,beard,beard,,cet4,31,26,cet-english-2016-revised-word-list
454,bearing,bearing,,cet4,31,26,cet-english-2016-revised-word-list
455,beast,beast,,cet4,31,26,cet-english-2016-revised-word-list
456,beat,beat,,cet4,31,26,cet-english-2016-revised-word-list
457,beauty beautiful beautify,beauty beautiful beautify,,cet4,31,26,cet-english-2016-revised-word-list
458,because,because,,cet4,31,26,cet-english-2016-revised-word-list
459,★ beckon,beckon,★,cet6_excluded,31,26,cet-english-2016-revised-word-list
460,become,become,,cet4,31,26,cet-english-2016-revised-word-list
461,bed bedding,bed bedding,,cet4,31,26,cet-english-2016-revised-word-list
462,bee,bee,,cet4,31,26,cet-english-2016-revised-word-list
463,beef,beef,,cet4,32,27,cet-english-2016-revised-word-list
464,beer,beer,,cet4,32,27,cet-english-2016-revised-word-list
465,★ beetle,beetle,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
466,before,before,,cet4,32,27,cet-english-2016-revised-word-list
467,beforehand,beforehand,,cet4,32,27,cet-english-2016-revised-word-list
468,beg beggar,beg beggar,,cet4,32,27,cet-english-2016-revised-word-list
469,begin beginning,begin beginning,,cet4,32,27,cet-english-2016-revised-word-list
470,behalf,behalf,,cet4,32,27,cet-english-2016-revised-word-list
471,behave behavio(u)r behavio(u)ral,behave behavio(u)r behavio(u)ral,,cet4,32,27,cet-english-2016-revised-word-list
472,behind,behind,,cet4,32,27,cet-english-2016-revised-word-list
473,being,being,,cet4,32,27,cet-english-2016-revised-word-list
474,belief,belief,,cet4,32,27,cet-english-2016-revised-word-list
475,believe,believe,,cet4,32,27,cet-english-2016-revised-word-list
476,bell,bell,,cet4,32,27,cet-english-2016-revised-word-list
477,belly,belly,,cet4,32,27,cet-english-2016-revised-word-list
478,belong belongings,belong belongings,,cet4,32,27,cet-english-2016-revised-word-list
479,beloved,beloved,,cet4,32,27,cet-english-2016-revised-word-list
480,below,below,,cet4,32,27,cet-english-2016-revised-word-list
481,belt,belt,,cet4,32,27,cet-english-2016-revised-word-list
482,bench,bench,,cet4,32,27,cet-english-2016-revised-word-list
483,bend,bend,,cet4,32,27,cet-english-2016-revised-word-list
484,beneath,beneath,,cet4,32,27,cet-english-2016-revised-word-list
485,benefit beneficial beneficiary,benefit beneficial beneficiary,,cet4,32,27,cet-english-2016-revised-word-list
486,★ benevolent benevolence,benevolent benevolence,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
487,★ benign,benign,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
488,berry,berry,,cet4,32,27,cet-english-2016-revised-word-list
489,★ beset,beset,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
490,beside,beside,,cet4,32,27,cet-english-2016-revised-word-list
491,besides,besides,,cet4,32,27,cet-english-2016-revised-word-list
492,★ besiege,besiege,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
493,best,best,,cet4,32,27,cet-english-2016-revised-word-list
494,bestＧseller bestＧselling,bestＧseller bestＧselling,,cet4,32,27,cet-english-2016-revised-word-list
495,bet,bet,,cet4,32,27,cet-english-2016-revised-word-list
496,betray betrayal,betray betrayal,,cet4,32,27,cet-english-2016-revised-word-list
497,better,better,,cet4,32,27,cet-english-2016-revised-word-list
498,between,between,,cet4,32,27,cet-english-2016-revised-word-list
499,beverage,beverage,,cet4,32,27,cet-english-2016-revised-word-list
500,★ beware,beware,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
501,★ bewilder bewilderment,bewilder bewilderment,★,cet6_excluded,32,27,cet-english-2016-revised-word-list
502,beyond,beyond,,cet4,32,27,cet-english-2016-revised-word-list
503,bias,bias,,cet4,32,27,cet-english-2016-revised-word-list
504,Bible Biblical/biblical,Bible Biblical/biblical,,cet4,32,27,cet-english-2016-revised-word-list
505,★ bibliography,bibliography,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
506,bicycle/bike,bicycle/bike,,cet4,33,28,cet-english-2016-revised-word-list
507,bid,bid,,cet4,33,28,cet-english-2016-revised-word-list
508,big,big,,cet4,33,28,cet-english-2016-revised-word-list
509,★ bilateral,bilateral,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
510,bill,bill,,cet4,33,28,cet-english-2016-revised-word-list
511,billion billionaire,billion billionaire,,cet4,33,28,cet-english-2016-revised-word-list
512,bin,bin,,cet4,33,28,cet-english-2016-revised-word-list
513,bind,bind,,cet4,33,28,cet-english-2016-revised-word-list
514,★ binoculars,binoculars,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
515,biochemistry biochemical biochemist,biochemistry biochemical biochemist,,cet4,33,28,cet-english-2016-revised-word-list
516,biography biographical biographer,biography biographical biographer,,cet4,33,28,cet-english-2016-revised-word-list
517,biology biological biologist,biology biological biologist,,cet4,33,28,cet-english-2016-revised-word-list
518,biotechnology,biotechnology,,cet4,33,28,cet-english-2016-revised-word-list
519,bird,bird,,cet4,33,28,cet-english-2016-revised-word-list
520,birth,birth,,cet4,33,28,cet-english-2016-revised-word-list
521,birthday,birthday,,cet4,33,28,cet-english-2016-revised-word-list
522,biscuit,biscuit,,cet4,33,28,cet-english-2016-revised-word-list
523,★ bishop,bishop,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
524,bit,bit,,cet4,33,28,cet-english-2016-revised-word-list
525,bitch,bitch,,cet4,33,28,cet-english-2016-revised-word-list
526,bite,bite,,cet4,33,28,cet-english-2016-revised-word-list
527,bitter,bitter,,cet4,33,28,cet-english-2016-revised-word-list
528,★ bizarre,bizarre,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
529,black,black,,cet4,33,28,cet-english-2016-revised-word-list
530,blackboard,blackboard,,cet4,33,28,cet-english-2016-revised-word-list
531,★ blackmail,blackmail,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
532,blade,blade,,cet4,33,28,cet-english-2016-revised-word-list
533,blame,blame,,cet4,33,28,cet-english-2016-revised-word-list
534,blank,blank,,cet4,33,28,cet-english-2016-revised-word-list
535,blanket,blanket,,cet4,33,28,cet-english-2016-revised-word-list
536,blast,blast,,cet4,33,28,cet-english-2016-revised-word-list
537,★ blaze,blaze,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
538,★ bleach,bleach,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
539,★ bleak,bleak,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
540,bleed,bleed,,cet4,33,28,cet-english-2016-revised-word-list
541,blend,blend,,cet4,33,28,cet-english-2016-revised-word-list
542,bless blessing,bless blessing,,cet4,33,28,cet-english-2016-revised-word-list
543,blind,blind,,cet4,33,28,cet-english-2016-revised-word-list
544,★ blink,blink,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
545,★ bloc,bloc,★,cet6_excluded,33,28,cet-english-2016-revised-word-list
546,block,block,,cet4,33,28,cet-english-2016-revised-word-list
547,blog,blog,,cet4,34,29,cet-english-2016-revised-word-list
548,blond(e),blond(e),,cet4,34,29,cet-english-2016-revised-word-list
549,blood bloody,blood bloody,,cet4,34,29,cet-english-2016-revised-word-list
550,bloom,bloom,,cet4,34,29,cet-english-2016-revised-word-list
551,blossom,blossom,,cet4,34,29,cet-english-2016-revised-word-list
552,blouse,blouse,,cet4,34,29,cet-english-2016-revised-word-list
553,blow,blow,,cet4,34,29,cet-english-2016-revised-word-list
554,blue,blue,,cet4,34,29,cet-english-2016-revised-word-list
555,blueprint,blueprint,,cet4,34,29,cet-english-2016-revised-word-list
556,★ bluff,bluff,★,cet6_excluded,34,29,cet-english-2016-revised-word-list
