curriculum_sequence,curriculum_entry,curriculum_level,alias,alias_type,source_print_page
1149,fridge (refrigerator),compulsory_education,refrigerator,parenthetical_variant,142
1150,friend,compulsory_education,friend,primary,142
1151,friendly,compulsory_education,friendly,primary,142
1152,friendship,compulsory_education,friendship,primary,142
1153,frightened,high_school_compulsory,frightened,primary,142
1154,frog,high_school_selective_compulsory,frog,primary,142
1155,from,compulsory_education,from,primary,142
1156,front,compulsory_education,front,primary,142
1157,frontier,high_school_selective_compulsory,frontier,primary,142
1158,frost,high_school_selective_compulsory,frost,primary,142
1159,fruit,compulsory_education,fruit,primary,142
1160,fry,high_school_selective_compulsory,fry,primary,142
1161,fuel,high_school_selective_compulsory,fuel,primary,142
1162,full,compulsory_education,full,primary,142
1163,fun,compulsory_education,fun,primary,142
1164,function,high_school_compulsory,function,primary,142
1165,fund,high_school_compulsory,fund,primary,142
1166,fundamental,high_school_selective_compulsory,fundamental,primary,142
1167,funny,compulsory_education,funny,primary,142
1168,furniture,high_school_selective_compulsory,furniture,primary,142
1169,further,high_school_compulsory,further,primary,142
1170,future,compulsory_education,future,primary,142
1171,gain,high_school_selective_compulsory,gain,primary,142
1172,gallery,high_school_selective_compulsory,gallery,primary,142
1173,game,compulsory_education,game,primary,142
1174,gap,high_school_compulsory,gap,primary,142
1175,garbage,high_school_selective_compulsory,garbage,primary,142
1176,garden,compulsory_education,garden,primary,142
1177,garlic,high_school_selective_compulsory,garlic,primary,142
1178,gas,high_school_compulsory,gas,primary,142
1179,gate,compulsory_education,gate,primary,142
1180,gather,high_school_compulsory,gather,primary,142
1181,gender,high_school_selective_compulsory,gender,primary,143
1182,general,compulsory_education,general,primary,143
1183,generate,high_school_selective_compulsory,generate,primary,143
1184,generation,high_school_compulsory,generation,primary,143
1185,generous,high_school_compulsory,generous,primary,143
1186,genius,high_school_selective_compulsory,genius,primary,143
1187,gentle,high_school_selective_compulsory,gentle,primary,143
1188,gentleman,compulsory_education,gentleman,primary,143
1189,genuine,high_school_selective_compulsory,genuine,primary,143
1190,geography,compulsory_education,geography,primary,143
1191,geometry,high_school_selective_compulsory,geometry,primary,143
1192,German,compulsory_education,German,primary,143
1193,Germany,compulsory_education,Germany,primary,143
1194,get,compulsory_education,get,primary,143
1195,gift,compulsory_education,gift,primary,143
1196,gifted,high_school_selective_compulsory,gifted,primary,143
1197,giraffe,compulsory_education,giraffe,primary,143
1198,girl,compulsory_education,girl,primary,143
1199,give,compulsory_education,give,primary,143
1200,glad,compulsory_education,glad,primary,143
1201,glass,compulsory_education,glass,primary,143
1202,global,high_school_compulsory,global,primary,143
1203,globe,high_school_selective_compulsory,globe,primary,143
1204,glove,compulsory_education,glove,primary,143
1205,glue,compulsory_education,glue,primary,143
1206,go,compulsory_education,go,primary,143
1207,goal,high_school_compulsory,goal,primary,143
1208,goat,high_school_selective_compulsory,goat,primary,143
1209,gold,compulsory_education,gold,primary,143
1210,golf,high_school_selective_compulsory,golf,primary,143
1211,good,compulsory_education,good,primary,143
1212,goodbye (bye),compulsory_education,goodbye,primary,143
1212,goodbye (bye),compulsory_education,bye,parenthetical_variant,143
1213,goods,high_school_compulsory,goods,primary,143
1214,government,compulsory_education,government,primary,143
1215,grab,high_school_selective_compulsory,grab,primary,143
1216,grade,compulsory_education,grade,primary,143
1217,gradually,high_school_selective_compulsory,gradually,primary,143
1218,graduate,high_school_compulsory,graduate,primary,143
1219,grain,high_school_selective_compulsory,grain,primary,143
1220,grammar,compulsory_education,grammar,primary,143
1221,gramme (gram),high_school_selective_compulsory,gramme,primary,143
1221,gramme (gram),high_school_selective_compulsory,gram,parenthetical_variant,143
1222,grand,high_school_selective_compulsory,grand,primary,143
1223,granddaughter,compulsory_education,granddaughter,primary,143
1224,grandfather (grandpa),compulsory_education,grandfather,primary,143
1224,grandfather (grandpa),compulsory_education,grandpa,parenthetical_variant,143
1225,grandmother (grandma),compulsory_education,grandmother,primary,143
1225,grandmother (grandma),compulsory_education,grandma,parenthetical_variant,143
1226,grandparent,compulsory_education,grandparent,primary,143
1227,grandson,compulsory_education,grandson,primary,143
1228,grape,compulsory_education,grape,primary,143
1229,grasp,high_school_selective_compulsory,grasp,primary,143
1230,grass,compulsory_education,grass,primary,143
1231,grateful,high_school_selective_compulsory,grateful,primary,143
1232,gravity,high_school_selective_compulsory,gravity,primary,143
1233,great,compulsory_education,great,primary,143
1234,greedy,high_school_selective_compulsory,greedy,primary,143
1235,green,compulsory_education,green,primary,143
1236,greenhouse,high_school_compulsory,greenhouse,primary,143
1237,greet,high_school_selective_compulsory,greet,primary,144
1238,grey,compulsory_education,grey,primary,144
1239,grocery,high_school_selective_compulsory,grocery,primary,144
1240,ground,compulsory_education,ground,primary,144
1241,group,compulsory_education,group,primary,144
1242,grow,compulsory_education,grow,primary,144
1243,guarantee,high_school_selective_compulsory,guarantee,primary,144
1244,guard,compulsory_education,guard,primary,144
1245,guess,compulsory_education,guess,primary,144
1246,guest,compulsory_education,guest,primary,144
1247,guidance,high_school_selective_compulsory,guidance,primary,144
1248,guide,compulsory_education,guide,primary,144
1249,guideline,high_school_compulsory,guideline,primary,144
1250,guilty,high_school_selective_compulsory,guilty,primary,144
1251,guitar,compulsory_education,guitar,primary,144
1252,gun,compulsory_education,gun,primary,144
1253,guy,high_school_compulsory,guy,primary,144
1254,gym,high_school_compulsory,gym,primary,144
1255,gymnastics,high_school_compulsory,gymnastics,primary,144
1256,habit,compulsory_education,habit,primary,144
1257,habitat,high_school_selective_compulsory,habitat,primary,144
1258,hair,compulsory_education,hair,primary,144
1259,half,compulsory_education,half,primary,144
1260,hall,compulsory_education,hall,primary,144
1261,ham,high_school_selective_compulsory,ham,primary,144
1262,hamburger,compulsory_education,hamburger,primary,144
1263,hand,compulsory_education,hand,primary,144
1264,handbag,compulsory_education,handbag,primary,144
1265,handkerchief,high_school_selective_compulsory,handkerchief,primary,144
1266,handle,high_school_selective_compulsory,handle,primary,144
1267,handsome,compulsory_education,handsome,primary,144
1268,handwriting,high_school_selective_compulsory,handwriting,primary,144
1269,hang,compulsory_education,hang,primary,144
1270,happen,compulsory_education,happen,primary,144
1271,happy,compulsory_education,happy,primary,144
1272,hard,compulsory_education,hard,primary,144
1273,hardly,compulsory_education,hardly,primary,144
1274,harm,high_school_selective_compulsory,harm,primary,144
1275,harmful,compulsory_education,harmful,primary,144
1276,harmonious,high_school_selective_compulsory,harmonious,primary,144
1277,harmony,high_school_selective_compulsory,harmony,primary,144
1278,harvest,high_school_selective_compulsory,harvest,primary,144
1279,hat,compulsory_education,hat,primary,144
1280,hatch,high_school_selective_compulsory,hatch,primary,144
1281,hate,compulsory_education,hate,primary,144
1282,have (has),compulsory_education,have,primary,144
1282,have (has),compulsory_education,has,parenthetical_variant,144
1283,he,compulsory_education,he,primary,144
1284,head,compulsory_education,head,primary,144
1285,headache,compulsory_education,headache,primary,144
1286,health,compulsory_education,health,primary,144
1287,healthy,compulsory_education,healthy,primary,144
1288,hear,compulsory_education,hear,primary,144
1289,heart,compulsory_education,heart,primary,144
1290,heat,compulsory_education,heat,primary,144
1291,heavy,compulsory_education,heavy,primary,145
1292,height,compulsory_education,height,primary,145
1293,hello,compulsory_education,hello,primary,145
1294,help,compulsory_education,help,primary,145
1295,helpful,compulsory_education,helpful,primary,145
1296,hen,compulsory_education,hen,primary,145
1297,hence,high_school_selective_compulsory,hence,primary,145
1298,her,compulsory_education,her,primary,145
1299,herb,high_school_selective_compulsory,herb,primary,145
1300,here,compulsory_education,here,primary,145
1301,hero,compulsory_education,hero,primary,145
1302,hers,compulsory_education,hers,primary,145
1303,herself,compulsory_education,herself,primary,145
1304,hesitate,high_school_compulsory,hesitate,primary,145
1305,hi,compulsory_education,hi,primary,145
1306,hide,compulsory_education,hide,primary,145
1307,high,compulsory_education,high,primary,145
1308,highlight,high_school_selective_compulsory,highlight,primary,145
1309,hike,high_school_selective_compulsory,hike,primary,145
1310,hill,compulsory_education,hill,primary,145
1311,him,compulsory_education,him,primary,145
1312,himself,compulsory_education,himself,primary,145
1313,hire,high_school_selective_compulsory,hire,primary,145
1314,his,compulsory_education,his,primary,145
1315,historic,high_school_selective_compulsory,historic,primary,145
1316,history,compulsory_education,history,primary,145
1317,hit,compulsory_education,hit,primary,145
1318,hobby,compulsory_education,hobby,primary,145
1319,hold,compulsory_education,hold,primary,145
1320,hole,compulsory_education,hole,primary,145
1321,holiday,compulsory_education,holiday,primary,145
1322,home,compulsory_education,home,primary,145
1323,hometown,compulsory_education,hometown,primary,145
1324,homework,compulsory_education,homework,primary,145
1325,honest,compulsory_education,honest,primary,145
1326,honey,high_school_compulsory,honey,primary,145
1327,honour (honor),high_school_compulsory,honour,primary,145
1327,honour (honor),high_school_compulsory,honor,parenthetical_variant,145
1328,hope,compulsory_education,hope,primary,145
1329,horrible,high_school_compulsory,horrible,primary,145
1330,horse,compulsory_education,horse,primary,145
1331,hospital,compulsory_education,hospital,primary,145
1332,host,high_school_compulsory,host,primary,145
1333,hot,compulsory_education,hot,primary,145
1334,hotel,compulsory_education,hotel,primary,145
1335,hour,compulsory_education,hour,primary,145
1336,house,compulsory_education,house,primary,145
1337,household,high_school_selective_compulsory,household,primary,145
1338,housework,compulsory_education,housework,primary,145
1339,housing,high_school_selective_compulsory,housing,primary,145
1340,how,compulsory_education,how,primary,145
1341,however,compulsory_education,however,primary,145
1342,hug,high_school_compulsory,hug,primary,145
1343,huge,compulsory_education,huge,primary,145
1344,human,compulsory_education,human,primary,145
1345,humble,high_school_selective_compulsory,humble,primary,145
1346,humorous,compulsory_education,humorous,primary,145
1347,hundred,compulsory_education,hundred,primary,146
1348,hungry,compulsory_education,hungry,primary,146
1349,hunt,high_school_selective_compulsory,hunt,primary,146
1350,hurricane,high_school_compulsory,hurricane,primary,146
1351,hurry,compulsory_education,hurry,primary,146
1352,hurt,compulsory_education,hurt,primary,146
1353,husband,compulsory_education,husband,primary,146
1354,hydrogen,high_school_selective_compulsory,hydrogen,primary,146
1355,I,compulsory_education,I,primary,146
1356,ice,compulsory_education,ice,primary,146
1357,ice-cream,compulsory_education,ice-cream,primary,146
1358,idea,compulsory_education,idea,primary,146
1359,ideal,high_school_selective_compulsory,ideal,primary,146
1360,identical,high_school_selective_compulsory,identical,primary,146
1361,identify,high_school_selective_compulsory,identify,primary,146
1362,identity,high_school_compulsory,identity,primary,146
1363,idiom,high_school_selective_compulsory,idiom,primary,146
1364,if,compulsory_education,if,primary,146
1365,ignore,high_school_compulsory,ignore,primary,146
1366,ill,compulsory_education,ill,primary,146
1367,illegal,high_school_selective_compulsory,illegal,primary,146
1368,illness,compulsory_education,illness,primary,146
1369,illustrate,high_school_compulsory,illustrate,primary,146
1370,image,high_school_compulsory,image,primary,146
1371,imagine,compulsory_education,imagine,primary,146
1372,immediately,high_school_compulsory,immediately,primary,146
1373,impact,high_school_compulsory,impact,primary,146
1374,imply,high_school_selective_compulsory,imply,primary,146
1375,import,high_school_compulsory,import,primary,146
1376,important,compulsory_education,important,primary,146
1377,impossible,compulsory_education,impossible,primary,146
1378,impress,high_school_selective_compulsory,impress,primary,146
1379,impression,high_school_compulsory,impression,primary,146
1380,improve,high_school_compulsory,improve,primary,146
1381,in,compulsory_education,in,primary,146
1382,inch,high_school_selective_compulsory,inch,primary,146
1383,incident,high_school_selective_compulsory,incident,primary,146
1384,include,compulsory_education,include,primary,146
1385,income,high_school_compulsory,income,primary,146
1386,increase,compulsory_education,increase,primary,146
1387,incredible,high_school_selective_compulsory,incredible,primary,146
1388,indeed,high_school_compulsory,indeed,primary,146
1389,independent,high_school_compulsory,independent,primary,146
1390,India,compulsory_education,India,primary,146
1391,Indian,compulsory_education,Indian,primary,146
1392,indicate,high_school_compulsory,indicate,primary,146
1393,individual,high_school_compulsory,individual,primary,146
1394,industry,compulsory_education,industry,primary,146
1395,infection,high_school_selective_compulsory,infection,primary,146
1396,infer,high_school_selective_compulsory,infer,primary,146
1397,influence,compulsory_education,influence,primary,146
1398,influential,high_school_selective_compulsory,influential,primary,146
1399,information,compulsory_education,information,primary,146
1400,initial,high_school_selective_compulsory,initial,primary,146
1401,initiative,high_school_selective_compulsory,initiative,primary,147
1402,injury,high_school_selective_compulsory,injury,primary,147
1403,inner,high_school_selective_compulsory,inner,primary,147
1404,innocent,high_school_selective_compulsory,innocent,primary,147
1405,innovation,high_school_selective_compulsory,innovation,primary,147
1406,input,high_school_selective_compulsory,input,primary,147
1407,inquire,high_school_selective_compulsory,inquire,primary,147
1408,insect,high_school_compulsory,insect,primary,147
1409,inside,compulsory_education,inside,primary,147
1410,insight,high_school_selective_compulsory,insight,primary,147
1411,insist,high_school_selective_compulsory,insist,primary,147
1412,inspection,high_school_selective_compulsory,inspection,primary,147
1413,inspire,high_school_compulsory,inspire,primary,147
1414,instance,high_school_selective_compulsory,instance,primary,147
1415,instant,high_school_selective_compulsory,instant,primary,147
1416,instead,compulsory_education,instead,primary,147
1417,institute,high_school_selective_compulsory,institute,primary,147
1418,institution,high_school_selective_compulsory,institution,primary,147
1419,instruction,compulsory_education,instruction,primary,147
1420,instrument,compulsory_education,instrument,primary,147
1421,insurance,high_school_selective_compulsory,insurance,primary,147
1422,integrate,high_school_selective_compulsory,integrate,primary,147
1423,integrity,high_school_selective_compulsory,integrity,primary,147
1424,intelligent,high_school_compulsory,intelligent,primary,147
1425,intend,high_school_compulsory,intend,primary,147
1426,intense,high_school_selective_compulsory,intense,primary,147
1427,intention,high_school_selective_compulsory,intention,primary,147
1428,interaction,high_school_selective_compulsory,interaction,primary,147
1429,interest,compulsory_education,interest,primary,147
1430,interesting,compulsory_education,interesting,primary,147
1431,internal,high_school_selective_compulsory,internal,primary,147
1432,international,compulsory_education,international,primary,147
1433,Internet,compulsory_education,Internet,primary,147
1434,interpret,high_school_selective_compulsory,interpret,primary,147
1435,interrupt,high_school_selective_compulsory,interrupt,primary,147
1436,intervention,high_school_selective_compulsory,intervention,primary,147
1437,interview,compulsory_education,interview,primary,147
1438,into,compulsory_education,into,primary,147
1439,introduce,compulsory_education,introduce,primary,147
1440,introduction,compulsory_education,introduction,primary,147
1441,invent,compulsory_education,invent,primary,147
1442,invention,compulsory_education,invention,primary,147
1443,investigate,high_school_selective_compulsory,investigate,primary,147
1444,investment,high_school_selective_compulsory,investment,primary,147
1445,invite,compulsory_education,invite,primary,147
1446,involve,high_school_selective_compulsory,involve,primary,147
1447,iron,high_school_selective_compulsory,iron,primary,147
1448,island,compulsory_education,island,primary,147
1449,issue,high_school_compulsory,issue,primary,147
1450,it,compulsory_education,it,primary,147
1451,item,high_school_selective_compulsory,item,primary,147
1452,its,compulsory_education,its,primary,147
1453,itself,compulsory_education,itself,primary,147
1454,jacket,compulsory_education,jacket,primary,147
1455,jam,high_school_selective_compulsory,jam,primary,148
1456,January,compulsory_education,January,primary,148
1457,Japan,compulsory_education,Japan,primary,148
1458,Japanese,compulsory_education,Japanese,primary,148
1459,jaw,high_school_selective_compulsory,jaw,primary,148
1460,jazz,high_school_selective_compulsory,jazz,primary,148
1461,jeans,high_school_compulsory,jeans,primary,148
1462,job,compulsory_education,job,primary,148
1463,jog,high_school_compulsory,jog,primary,148
1464,join,compulsory_education,join,primary,148
1465,joint,high_school_selective_compulsory,joint,primary,148
1466,joke,compulsory_education,joke,primary,148
1467,journal,high_school_compulsory,journal,primary,148
1468,journalist,high_school_selective_compulsory,journalist,primary,148
1469,journey,compulsory_education,journey,primary,148
1470,joy,high_school_compulsory,joy,primary,148
1471,judge,high_school_compulsory,judge,primary,148
1472,juice,compulsory_education,juice,primary,148
1473,July,compulsory_education,July,primary,148
1474,jump,compulsory_education,jump,primary,148
1475,June,compulsory_education,June,primary,148
1476,jungle,high_school_selective_compulsory,jungle,primary,148
1477,junior,high_school_compulsory,junior,primary,148
1478,just,compulsory_education,just,primary,148
1479,justice,high_school_compulsory,justice,primary,148
1480,justify,high_school_selective_compulsory,justify,primary,148
1481,kangaroo,high_school_compulsory,kangaroo,primary,148
1482,keep,compulsory_education,keep,primary,148
1483,kettle,high_school_selective_compulsory,kettle,primary,148
1484,key,compulsory_education,key,primary,148
1485,keyboard,compulsory_education,keyboard,primary,148
1486,kick,compulsory_education,kick,primary,148
1487,kid,compulsory_education,kid,primary,148
1488,kill,compulsory_education,kill,primary,148
1489,"kilo (kilogramme, kilogram)",compulsory_education,kilo,primary,148
1489,"kilo (kilogramme, kilogram)",compulsory_education,kilogramme,parenthetical_variant,148
1489,"kilo (kilogramme, kilogram)",compulsory_education,kilogram,parenthetical_variant,148
1490,kilometre (kilometer),compulsory_education,kilometre,primary,148
1490,kilometre (kilometer),compulsory_education,kilometer,parenthetical_variant,148
1491,kind,compulsory_education,kind,primary,148
1492,kindergarten,high_school_selective_compulsory,kindergarten,primary,148
1493,king,compulsory_education,king,primary,148
1494,kingdom,high_school_selective_compulsory,kingdom,primary,148
1495,kiss,compulsory_education,kiss,primary,148
1496,kit,high_school_selective_compulsory,kit,primary,148
1497,kitchen,compulsory_education,kitchen,primary,148
1498,kite,compulsory_education,kite,primary,148
1499,knee,compulsory_education,knee,primary,148
1500,knife,compulsory_education,knife,primary,148
1501,knock,compulsory_education,knock,primary,148
1502,know,compulsory_education,know,primary,148
1503,knowledge,compulsory_education,knowledge,primary,148
1504,lab (laboratory),compulsory_education,lab,primary,149
1504,lab (laboratory),compulsory_education,laboratory,parenthetical_variant,149
1505,label,high_school_selective_compulsory,label,primary,149
1506,labour (labor),high_school_selective_compulsory,labour,primary,149
1506,labour (labor),high_school_selective_compulsory,labor,parenthetical_variant,149
1507,lack,high_school_selective_compulsory,lack,primary,149
1508,lady,compulsory_education,lady,primary,149
1509,lake,compulsory_education,lake,primary,149
1510,lamb,high_school_selective_compulsory,lamb,primary,149
1511,lamp,high_school_selective_compulsory,lamp,primary,149
1512,land,compulsory_education,land,primary,149
1513,landscape,high_school_selective_compulsory,landscape,primary,149
1514,language,compulsory_education,language,primary,149
1515,lantern,high_school_compulsory,lantern,primary,149
1516,lap,high_school_compulsory,lap,primary,149
1517,laptop,high_school_selective_compulsory,laptop,primary,149
1518,large,compulsory_education,large,primary,149
1519,last,compulsory_education,last,primary,149
1520,late,compulsory_education,late,primary,149
1521,later,compulsory_education,later,primary,149
1522,laugh,compulsory_education,laugh,primary,149
1523,launch,high_school_selective_compulsory,launch,primary,149
1524,law,compulsory_education,law,primary,149
1525,lawyer,high_school_selective_compulsory,lawyer,primary,149
1526,lay,compulsory_education,lay,primary,149
1527,lazy,compulsory_education,lazy,primary,149
1528,lead,compulsory_education,lead,primary,149
1529,leader,compulsory_education,leader,primary,149
1530,leadership,high_school_selective_compulsory,leadership,primary,149
1531,leaf,compulsory_education,leaf,primary,149
1532,league,high_school_selective_compulsory,league,primary,149
1533,leak,high_school_selective_compulsory,leak,primary,149
1534,learn,compulsory_education,learn,primary,149
1535,least,compulsory_education,least,primary,149
1536,leather,high_school_selective_compulsory,leather,primary,149
1537,leave,compulsory_education,leave,primary,149
1538,lecture,high_school_compulsory,lecture,primary,149
1539,left,compulsory_education,left,primary,149
1540,leg,compulsory_education,leg,primary,149
1541,legal,high_school_selective_compulsory,legal,primary,149
1542,leisure,high_school_selective_compulsory,leisure,primary,149
1543,lemon,compulsory_education,lemon,primary,149
1544,lend,compulsory_education,lend,primary,149
1545,length,high_school_compulsory,length,primary,149
1546,less,compulsory_education,less,primary,149
1547,lesson,compulsory_education,lesson,primary,149
1548,let,compulsory_education,let,primary,149
1549,letter,compulsory_education,letter,primary,149
1550,level,compulsory_education,level,primary,149
1551,liberation,high_school_selective_compulsory,liberation,primary,149
1552,liberty,high_school_selective_compulsory,liberty,primary,149
1553,librarian,high_school_selective_compulsory,librarian,primary,149
1554,library,compulsory_education,library,primary,149
1555,license,high_school_selective_compulsory,license,primary,149
1556,lie,compulsory_education,lie,primary,149
1557,life,compulsory_education,life,primary,149
1558,lift,compulsory_education,lift,primary,150
1559,light,compulsory_education,light,primary,150
1560,like,compulsory_education,like,primary,150
1561,likely,high_school_compulsory,likely,primary,150
1562,limit,high_school_selective_compulsory,limit,primary,150
1563,limited,high_school_compulsory,limited,primary,150
1564,line,compulsory_education,line,primary,150
1565,link,high_school_selective_compulsory,link,primary,150
1566,lion,compulsory_education,lion,primary,150
1567,liquid,high_school_selective_compulsory,liquid,primary,150
1568,list,compulsory_education,list,primary,150
1569,listen,compulsory_education,listen,primary,150
1570,literally,high_school_selective_compulsory,literally,primary,150
1571,literary,high_school_selective_compulsory,literary,primary,150
1572,literature,high_school_compulsory,literature,primary,150
1573,litter,compulsory_education,litter,primary,150
1574,little,compulsory_education,little,primary,150
1575,live,compulsory_education,live,primary,150
1576,lively,compulsory_education,lively,primary,150
1577,living,high_school_compulsory,living,primary,150
1578,load,high_school_selective_compulsory,load,primary,150
1579,loan,high_school_selective_compulsory,loan,primary,150
1580,local,compulsory_education,local,primary,150
1581,location,high_school_compulsory,location,primary,150
1582,lock,compulsory_education,lock,primary,150
1583,log,high_school_selective_compulsory,log,primary,150
1584,logical,high_school_selective_compulsory,logical,primary,150
1585,London,compulsory_education,London,primary,150
1586,lonely,compulsory_education,lonely,primary,150
1587,long,compulsory_education,long,primary,150
1588,look,compulsory_education,look,primary,150
1589,loose,high_school_selective_compulsory,loose,primary,150
1590,lose,compulsory_education,lose,primary,150
1591,loss,high_school_compulsory,loss,primary,150
1592,lot,compulsory_education,lot,primary,150
1593,loud,compulsory_education,loud,primary,150
1594,love,compulsory_education,love,primary,150
1595,lovely,compulsory_education,lovely,primary,150
1596,low,compulsory_education,low,primary,150
1597,lower,high_school_selective_compulsory,lower,primary,150
1598,luck,compulsory_education,luck,primary,150
1599,lucky,compulsory_education,lucky,primary,150
1600,lunar,high_school_selective_compulsory,lunar,primary,150
1601,lunch,compulsory_education,lunch,primary,150
1602,lung,high_school_selective_compulsory,lung,primary,150
1603,luxury,high_school_selective_compulsory,luxury,primary,150
1604,machine,compulsory_education,machine,primary,150
1605,mad,compulsory_education,mad,primary,150
1606,madam,high_school_selective_compulsory,madam,primary,150
1607,magazine,compulsory_education,magazine,primary,150
1608,magic,compulsory_education,magic,primary,150
1609,mail,high_school_selective_compulsory,mail,primary,150
1610,main,compulsory_education,main,primary,150
1611,maintain,high_school_compulsory,maintain,primary,150
1612,major,high_school_compulsory,major,primary,151
1613,majority,high_school_compulsory,majority,primary,151
1614,make,compulsory_education,make,primary,151
1615,male,high_school_compulsory,male,primary,151
1616,man (pl. men),compulsory_education,man,primary,151
1616,man (pl. men),compulsory_education,men,inflection_variant,151
1617,manage,compulsory_education,manage,primary,151
1618,manager,compulsory_education,manager,primary,151
1619,mankind,high_school_selective_compulsory,mankind,primary,151
1620,manner,high_school_selective_compulsory,manner,primary,151
1621,many,compulsory_education,many,primary,151
1622,map,compulsory_education,map,primary,151
1623,marathon,high_school_selective_compulsory,marathon,primary,151
1624,March,compulsory_education,March,primary,151
1625,march,high_school_compulsory,march,primary,151
1626,mark,compulsory_education,mark,primary,151
1627,market,compulsory_education,market,primary,151
1628,marriage,high_school_compulsory,marriage,primary,151
1629,marry,compulsory_education,marry,primary,151
1630,mass,high_school_compulsory,mass,primary,151
1631,massive,high_school_selective_compulsory,massive,primary,151
1632,master,high_school_compulsory,master,primary,151
1633,match,compulsory_education,match,primary,151
1634,material,high_school_compulsory,material,primary,151
1635,maths (mathematics),compulsory_education,maths,primary,151
1635,maths (mathematics),compulsory_education,mathematics,parenthetical_variant,151
1636,matter,compulsory_education,matter,primary,151
1637,mature,high_school_selective_compulsory,mature,primary,151
1638,maximum,high_school_selective_compulsory,maximum,primary,151
1639,May,compulsory_education,May,primary,151
1640,may,compulsory_education,may,primary,151
1641,maybe,compulsory_education,maybe,primary,151
1642,me,compulsory_education,me,primary,151
1643,meal,compulsory_education,meal,primary,151
1644,mean,compulsory_education,mean,primary,151
1645,meaning,compulsory_education,meaning,primary,151
1646,means,high_school_selective_compulsory,means,primary,151
1647,measure,high_school_compulsory,measure,primary,151
1648,meat,compulsory_education,meat,primary,151
1649,mechanic,high_school_selective_compulsory,mechanic,primary,151
1650,medal,high_school_compulsory,medal,primary,151
1651,medical,compulsory_education,medical,primary,151
1652,medicine,compulsory_education,medicine,primary,151
1653,medium (pl. media),high_school_compulsory,medium,primary,151
1653,medium (pl. media),high_school_compulsory,media,inflection_variant,151
1654,meet,compulsory_education,meet,primary,151
1655,meeting,compulsory_education,meeting,primary,151
1656,member,compulsory_education,member,primary,151
1657,membership,high_school_selective_compulsory,membership,primary,151
1658,memorial,high_school_selective_compulsory,memorial,primary,151
1659,memory,high_school_compulsory,memory,primary,151
1660,mental,high_school_compulsory,mental,primary,151
1661,mention,compulsory_education,mention,primary,151
1662,menu,compulsory_education,menu,primary,151
1663,mercy,high_school_selective_compulsory,mercy,primary,151
1664,merely,high_school_selective_compulsory,merely,primary,151
1665,merry,high_school_compulsory,merry,primary,151
1666,mess,compulsory_education,mess,primary,151
1667,message,compulsory_education,message,primary,151
1668,metal,high_school_compulsory,metal,primary,152
1669,method,compulsory_education,method,primary,152
1670,metre (meter),compulsory_education,metre,primary,152
1670,metre (meter),compulsory_education,meter,parenthetical_variant,152
1671,microscope,high_school_selective_compulsory,microscope,primary,152
1672,middle,compulsory_education,middle,primary,152
1673,midnight,high_school_compulsory,midnight,primary,152
1674,might,compulsory_education,might,primary,152
1675,mild,high_school_selective_compulsory,mild,primary,152
1676,mile,compulsory_education,mile,primary,152
1677,military,high_school_compulsory,military,primary,152
1678,milk,compulsory_education,milk,primary,152
1679,millimetre (millimeter),high_school_selective_compulsory,millimetre,primary,152
1679,millimetre (millimeter),high_school_selective_compulsory,millimeter,parenthetical_variant,152
1680,million,high_school_selective_compulsory,million,primary,152
1681,mind,compulsory_education,mind,primary,152
1682,mine,compulsory_education,mine,primary,152
1683,mineral,high_school_selective_compulsory,mineral,primary,152
1684,minimum,high_school_selective_compulsory,minimum,primary,152
1685,minister,high_school_selective_compulsory,minister,primary,152
1686,minor,high_school_selective_compulsory,minor,primary,152
1687,minority,high_school_selective_compulsory,minority,primary,152
1688,minute,compulsory_education,minute,primary,152
1689,mirror,high_school_selective_compulsory,mirror,primary,152
1690,Miss,compulsory_education,Miss,primary,152
1691,miss,compulsory_education,miss,primary,152
1692,missile,high_school_selective_compulsory,missile,primary,152
1693,missing,compulsory_education,missing,primary,152
1694,mission,high_school_selective_compulsory,mission,primary,152
1695,mist,high_school_selective_compulsory,mist,primary,152
1696,mistake,compulsory_education,mistake,primary,152
1697,mix,compulsory_education,mix,primary,152
1698,mixture,high_school_selective_compulsory,mixture,primary,152
1699,mobile phone,compulsory_education,mobile phone,primary,152
1700,mode,high_school_selective_compulsory,mode,primary,152
1701,model,compulsory_education,model,primary,152
1702,modern,compulsory_education,modern,primary,152
1703,moment,high_school_compulsory,moment,primary,152
1704,Monday,compulsory_education,Monday,primary,152
1705,money,compulsory_education,money,primary,152
1706,monitor,high_school_selective_compulsory,monitor,primary,152
1707,monkey,compulsory_education,monkey,primary,152
1708,month,compulsory_education,month,primary,152
1709,monthly,high_school_selective_compulsory,monthly,primary,152
1710,mood,high_school_selective_compulsory,mood,primary,152
1711,moon,compulsory_education,moon,primary,152
1712,moral,high_school_selective_compulsory,moral,primary,152
1713,more,compulsory_education,more,primary,152
1714,moreover,high_school_compulsory,moreover,primary,152
1715,morning,compulsory_education,morning,primary,152
1716,mosquito,high_school_selective_compulsory,mosquito,primary,152
1717,most,compulsory_education,most,primary,152
1718,mostly,high_school_selective_compulsory,mostly,primary,152
1719,mother (mum),compulsory_education,mother,primary,152
1719,mother (mum),compulsory_education,mum,parenthetical_variant,152
1720,motion,high_school_selective_compulsory,motion,primary,152
1721,motivate,high_school_selective_compulsory,motivate,primary,152
