sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id
2260,robot,robot,robot,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2261,rock,rock,rock,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2262,rocket**,rocket,rocket,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2263,role,role,role,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2264,roll*,roll,roll,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2265,romantic*,romantic,romantic,,*,high_school_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2266,roof**,roof,roof,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2267,room,room,room,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2268,root**,root,root,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2269,rope,rope,rope,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2270,rose,rose,rose,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2271,round,round,round,,,compulsory_education,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2272,route**,route,route,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2273,routine**,routine,routine,,**,high_school_selective_compulsory,word,R,170,162,moe-hs-english-2017-2020-appendix-2
2274,row,row,row,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2275,royal**,royal,royal,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2276,rubber**,rubber,rubber,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2277,rubbish,rubbish,rubbish,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2278,rude**,rude,rude,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2279,rugby**,rugby,rugby,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2280,ruin**,ruin,ruin,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2281,rule,rule,rule,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2282,ruler,ruler,ruler,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2283,run,run,run,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2284,rural**,rural,rural,,**,high_school_selective_compulsory,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2285,rush,rush,rush,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2286,Russia,Russia,Russia,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2287,Russian,Russian,Russian,,,compulsory_education,word,R,171,163,moe-hs-english-2017-2020-appendix-2
2288,sad,sad,sad,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2289,safe,safe,safe,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2290,safety,safety,safety,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2291,sail**,sail,sail,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2292,salad,salad,salad,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2293,salary**,salary,salary,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2294,sale,sale,sale,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2295,salesman / saleswoman**,salesman / saleswoman,salesman / saleswoman,,**,high_school_selective_compulsory,multiword,S,171,163,moe-hs-english-2017-2020-appendix-2
2296,salt,salt,salt,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2297,salty**,salty,salty,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2298,same,same,same,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2299,sample**,sample,sample,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2300,sand,sand,sand,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2301,sandwich,sandwich,sandwich,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2302,satellite**,satellite,satellite,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2303,satisfaction*,satisfaction,satisfaction,,*,high_school_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2304,satisfy,satisfy,satisfy,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2305,Saturday,Saturday,Saturday,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2306,saucer**,saucer,saucer,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2307,sausage**,sausage,sausage,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2308,save,save,save,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2309,saving**,saving,saving,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2310,say,say,say,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2311,saying**,saying,saying,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2312,scare*,scare,scare,,*,high_school_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2313,scarf,scarf,scarf,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2314,scene*,scene,scene,,*,high_school_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2315,schedule*,schedule,schedule,,*,high_school_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2316,scholarship**,scholarship,scholarship,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2317,school,school,school,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2318,schoolbag,schoolbag,schoolbag,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2319,science,science,science,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2320,scientific**,scientific,scientific,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2321,scientist,scientist,scientist,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2322,scissors,scissors,scissors,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2323,score,score,score,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2324,scream**,scream,scream,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2325,screen,screen,screen,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2326,sculpture**,sculpture,sculpture,,**,high_school_selective_compulsory,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2327,sea,sea,sea,,,compulsory_education,word,S,171,163,moe-hs-english-2017-2020-appendix-2
2328,search,search,search,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2329,season,season,season,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2330,seat,seat,seat,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2331,second,second,second,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2332,secondary**,secondary,secondary,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2333,secret,secret,secret,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2334,secretary,secretary,secretary,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2335,section*,section,section,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2336,secure**,secure,secure,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2337,security**,security,security,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2338,see,see,see,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2339,seed**,seed,seed,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2340,seek*,seek,seek,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2341,seem,seem,seem,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2342,seize**,seize,seize,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2343,seldom,seldom,seldom,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2344,select*,select,select,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2345,sell,sell,sell,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2346,send,send,send,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2347,senior*,senior,senior,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2348,sense,sense,sense,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2349,sensitive**,sensitive,sensitive,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2350,sentence,sentence,sentence,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2351,separate,separate,separate,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2352,September,September,September,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2353,series*,series,series,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2354,serious,serious,serious,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2355,servant**,servant,servant,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2356,serve,serve,serve,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2357,service,service,service,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2358,session**,session,session,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2359,set,set,set,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2360,setting**,setting,setting,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2361,settle*,settle,settle,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2362,seven,seven,seven,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2363,seventeen,seventeen,seventeen,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2364,seventh,seventh,seventh,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2365,seventy,seventy,seventy,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2366,several,several,several,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2367,severe**,severe,severe,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2368,sew**,sew,sew,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2369,sex*,sex,sex,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2370,shade**,shade,shade,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2371,shadow**,shadow,shadow,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2372,shake,shake,shake,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2373,shall,shall,shall,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2374,shallow*,shallow,shallow,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2375,shame,shame,shame,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2376,shape,shape,shape,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2377,share,share,share,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2378,shark**,shark,shark,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2379,sharp*,sharp,sharp,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2380,shave**,shave,shave,,**,high_school_selective_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2381,she,she,she,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2382,sheep,sheep,sheep,,,compulsory_education,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2383,sheet*,sheet,sheet,,*,high_school_compulsory,word,S,172,164,moe-hs-english-2017-2020-appendix-2
2384,shelf**,shelf,shelf,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2385,shelter**,shelter,shelter,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2386,shift**,shift,shift,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2387,shine,shine,shine,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2388,ship,ship,ship,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2389,shirt,shirt,shirt,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2390,shock*,shock,shock,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2391,shoe,shoe,shoe,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2392,shoot*,shoot,shoot,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2393,shop,shop,shop,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2394,shore**,shore,shore,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2395,short,short,short,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2396,shortage**,shortage,shortage,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2397,shorts,shorts,shorts,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2398,should,should,should,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2399,shoulder,shoulder,shoulder,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2400,shout,shout,shout,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2401,show,show,show,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2402,shower,shower,shower,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2403,shut,shut,shut,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2404,shy,shy,shy,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2405,sick,sick,sick,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2406,side,side,side,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2407,sight*,sight,sight,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2408,sign,sign,sign,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2409,signal*,signal,signal,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2410,significant*,significant,significant,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2411,silence,silence,silence,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2412,silent,silent,silent,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2413,silk,silk,silk,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2414,silly,silly,silly,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2415,silver,silver,silver,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2416,similar,similar,similar,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2417,simple,simple,simple,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2418,since,since,since,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2419,sincerely**,sincerely,sincerely,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2420,sing,sing,sing,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2421,single,single,single,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2422,sink**,sink,sink,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2423,sir,sir,sir,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2424,sister,sister,sister,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2425,sit,sit,sit,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2426,site*,site,site,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2427,situation,situation,situation,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2428,six,six,six,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2429,sixteen,sixteen,sixteen,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2430,sixth,sixth,sixth,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2431,sixty,sixty,sixty,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2432,size,size,size,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2433,skate,skate,skate,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2434,skateboard**,skateboard,skateboard,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2435,ski*,ski,ski,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2436,skill,skill,skill,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2437,skin*,skin,skin,,*,high_school_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2438,skip**,skip,skip,,**,high_school_selective_compulsory,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2439,skirt,skirt,skirt,,,compulsory_education,word,S,173,165,moe-hs-english-2017-2020-appendix-2
2440,sky,sky,sky,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2441,sleep,sleep,sleep,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2442,sleepy,sleepy,sleepy,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2443,slice**,slice,slice,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2444,slide*,slide,slide,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2445,slightly*,slightly,slightly,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2446,slim*,slim,slim,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2447,slip**,slip,slip,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2448,slow,slow,slow,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2449,small,small,small,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2450,smart,smart,smart,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2451,smell,smell,smell,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2452,smile,smile,smile,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2453,smog*,smog,smog,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2454,smoke,smoke,smoke,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2455,smooth,smooth,smooth,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2456,snack*,snack,snack,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2457,snake,snake,snake,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2458,sneeze**,sneeze,sneeze,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2459,snow,snow,snow,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2460,snowy,snowy,snowy,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2461,so,so,so,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2462,soccer*,soccer,soccer,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2463,social,social,social,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2464,socialist**,socialist,socialist,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2465,society,society,society,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2466,sock,sock,sock,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2467,sofa,sofa,sofa,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2468,soft,soft,soft,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2469,software*,software,software,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2470,soil**,soil,soil,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2471,solar**,solar,solar,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2472,soldier**,soldier,soldier,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2473,solid**,solid,solid,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2474,solution*,solution,solution,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2475,solve,solve,solve,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2476,some,some,some,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2477,somebody,somebody,somebody,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2478,somehow*,somehow,somehow,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2479,someone,someone,someone,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2480,something,something,something,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2481,sometimes,sometimes,sometimes,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2482,somewhat**,somewhat,somewhat,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2483,somewhere,somewhere,somewhere,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2484,son,son,son,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2485,song,song,song,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2486,soon,soon,soon,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2487,sorrow**,sorrow,sorrow,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2488,sorry,sorry,sorry,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2489,sort*,sort,sort,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2490,soul**,soul,soul,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2491,sound,sound,sound,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2492,soup,soup,soup,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2493,sour**,sour,sour,,**,high_school_selective_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2494,source*,source,source,,*,high_school_compulsory,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2495,south,south,south,,,compulsory_education,word,S,174,166,moe-hs-english-2017-2020-appendix-2
2496,southern,southern,southern,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2497,sow**,sow,sow,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2498,space,space,space,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2499,spare,spare,spare,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2500,speak,speak,speak,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2501,speaker,speaker,speaker,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2502,special,special,special,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2503,specialist**,specialist,specialist,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2504,species**,species,species,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2505,specific*,specific,specific,,*,high_school_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2506,speech,speech,speech,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2507,speed,speed,speed,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2508,spell,spell,spell,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2509,spend,spend,spend,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2510,spirit,spirit,spirit,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2511,splendid**,splendid,splendid,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2512,sponsor**,sponsor,sponsor,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2513,spoon,spoon,spoon,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2514,sport,sport,sport,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2515,spot**,spot,spot,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2516,spread,spread,spread,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2517,spring,spring,spring,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2518,spy**,spy,spy,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2519,square,square,square,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2520,stability**,stability,stability,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2521,stadium**,stadium,stadium,,**,high_school_selective_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2522,staff*,staff,staff,,*,high_school_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2523,stage*,stage,stage,,*,high_school_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2524,stair*,stair,stair,,*,high_school_compulsory,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2525,stamp,stamp,stamp,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
2526,stand,stand,stand,,,compulsory_education,word,S,175,167,moe-hs-english-2017-2020-appendix-2
