record_id,word,official_variants,source_entry,source_sequence,source_component_index,source_component_count,curriculum_level,marker,alphabetic_section,source_print_page,source_id,part_of_speech,definitions_zh,phonetic_uk,phonetic_us,enrichment_status
curriculum-0180,asleep,,asleep,180,1,1,compulsory_education,,A,124,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0181,aspect,,aspect,181,1,1,high_school_compulsory,*,A,124,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0182,assess,,assess,182,1,1,high_school_selective_compulsory,**,A,124,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0183,assign,,assign,183,1,1,high_school_selective_compulsory,**,A,124,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0184,assistant,,assistant,184,1,1,high_school_selective_compulsory,**,A,124,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0185,association,,association,185,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0186,assume,,assume,186,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0187,assumption,,assumption,187,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0188,astonish,,astonish,188,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0189,astronaut,,astronaut,189,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0190,astronomer,,astronomer,190,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0191,at,,at,191,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0192,athlete,,athlete,192,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0193,Atlantic,,Atlantic,193,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0194,atmosphere,,atmosphere,194,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0195,attach,,attach,195,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0196,attack,,attack,196,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0197,attain,,attain,197,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0198,attempt,,attempt,198,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0199,attend,,attend,199,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0200,attention,,attention,200,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0201,attitude,,attitude,201,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0202,attract,,attract,202,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0203,audience,,audience,203,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0204,August,,August,204,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0205,aunt,,aunt,205,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0206,Australia,,Australia,206,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0207,Australian,,Australian,207,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0208,author,,author,208,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0209,authority,,authority,209,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0210,automatic,,automatic,210,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0211,autonomous,,autonomous,211,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0212,autumn,,autumn,212,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0213,available,,available,213,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0214,average,,average,214,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0215,avoid,,avoid,215,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0216,awake,,awake,216,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0217,award,,award,217,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0218,aware,,aware,218,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0219,away,,away,219,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0220,awesome,,awesome,220,1,1,high_school_selective_compulsory,**,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0221,awful,,awful,221,1,1,compulsory_education,,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0222,awkward,,awkward,222,1,1,high_school_compulsory,*,A,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0223,baby,,baby,223,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0224,back,,back,224,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0225,background,,background,225,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0226,backward,,backward,226,1,1,high_school_selective_compulsory,**,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0227,bacon,,bacon,227,1,1,high_school_selective_compulsory,**,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0228,bad,,bad,228,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0229,badminton,,badminton,229,1,1,high_school_compulsory,*,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0230,bag,,bag,230,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0231,bakery,,bakery,231,1,1,high_school_selective_compulsory,**,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0232,balance,,balance,232,1,1,high_school_compulsory,*,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0233,ball,,ball,233,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0234,ballet,,ballet,234,1,1,high_school_compulsory,*,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0235,balloon,,balloon,235,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0236,bamboo,,bamboo,236,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0237,ban,,ban,237,1,1,high_school_selective_compulsory,**,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0238,banana,,banana,238,1,1,compulsory_education,,B,125,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0239,band,,band,239,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0240,bank,,bank,240,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0241,bar,,bar,241,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0242,barbecue,,barbecue,242,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0243,barely,,barely,243,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0244,bark,,bark,244,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0245,barrier,,barrier,245,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0246,base,,base,246,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0247,baseball,,baseball,247,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0248,basic,,basic,248,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0249,basin,,basin,249,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0250,basis,,basis,250,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0251,basket,,basket,251,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0252,basketball,,basketball,252,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0253,bat,,bat,253,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0254,bath,,bath,254,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0255,bathroom,,bathroom,255,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0256,battery,,battery,256,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0257,battle,,battle,257,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0258,bay,,bay,258,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0259,BC,,BC,259,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0260,be,am|are|is,"be (am, are, is)",260,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0261,beach,,beach,261,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0262,bean,,bean,262,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0263,bean curd,tofu,bean curd (tofu),263,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0264,bear,,bear,264,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0265,beard,,beard,265,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0266,beat,,beat,266,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0267,beautiful,,beautiful,267,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0268,beauty,,beauty,268,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0269,because,,because,269,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0270,become,,become,270,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0271,bed,,bed,271,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0272,bedroom,,bedroom,272,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0273,beef,,beef,273,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0274,beer,,beer,274,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0275,before,,before,275,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0276,begin,,begin,276,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0277,behalf,,behalf,277,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0278,behave,,behave,278,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0279,behaviour,behavior,behaviour (behavior),279,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0280,behind,,behind,280,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0281,being,,being,281,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0282,belief,,belief,282,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0283,believe,,believe,283,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0284,bell,,bell,284,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0285,belong,,belong,285,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0286,below,,below,286,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0287,belt,,belt,287,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0288,bend,,bend,288,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0289,beneath,,beneath,289,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0290,benefit,,benefit,290,1,1,high_school_compulsory,*,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0291,beside,,beside,291,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0292,best,,best,292,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0293,bet,,bet,293,1,1,high_school_selective_compulsory,**,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0294,better,,better,294,1,1,compulsory_education,,B,126,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0295,between,,between,295,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0296,beyond,,beyond,296,1,1,high_school_compulsory,*,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0297,big,,big,297,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0298,bike,bicycle,bike (bicycle),298,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0299,bill,,bill,299,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0300,billion,,billion,300,1,1,high_school_selective_compulsory,**,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0301,biology,,biology,301,1,1,high_school_selective_compulsory,**,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0302,bird,,bird,302,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0303,birth,,birth,303,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-0304,birthday,,birthday,304,1,1,compulsory_education,,B,127,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
