record_id,word,official_variants,source_entry,source_sequence,source_component_index,source_component_count,curriculum_level,marker,alphabetic_section,source_print_page,source_id,part_of_speech,definitions_zh,phonetic_uk,phonetic_us,enrichment_status
curriculum-1235,green,,green,1235,1,1,compulsory_education,,G,143,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1236,greenhouse,,greenhouse,1236,1,1,high_school_compulsory,*,G,143,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1237,greet,,greet,1237,1,1,high_school_selective_compulsory,**,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1238,grey,,grey,1238,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1239,grocery,,grocery,1239,1,1,high_school_selective_compulsory,**,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1240,ground,,ground,1240,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1241,group,,group,1241,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1242,grow,,grow,1242,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1243,guarantee,,guarantee,1243,1,1,high_school_selective_compulsory,**,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1244,guard,,guard,1244,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1245,guess,,guess,1245,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1246,guest,,guest,1246,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1247,guidance,,guidance,1247,1,1,high_school_selective_compulsory,**,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1248,guide,,guide,1248,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1249,guideline,,guideline,1249,1,1,high_school_compulsory,*,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1250,guilty,,guilty,1250,1,1,high_school_selective_compulsory,**,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1251,guitar,,guitar,1251,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1252,gun,,gun,1252,1,1,compulsory_education,,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1253,guy,,guy,1253,1,1,high_school_compulsory,*,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1254,gym,,gym,1254,1,1,high_school_compulsory,*,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1255,gymnastics,,gymnastics,1255,1,1,high_school_compulsory,*,G,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1256,habit,,habit,1256,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1257,habitat,,habitat,1257,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1258,hair,,hair,1258,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1259,half,,half,1259,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1260,hall,,hall,1260,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1261,ham,,ham,1261,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1262,hamburger,,hamburger,1262,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1263,hand,,hand,1263,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1264,handbag,,handbag,1264,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1265,handkerchief,,handkerchief,1265,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1266,handle,,handle,1266,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1267,handsome,,handsome,1267,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1268,handwriting,,handwriting,1268,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1269,hang,,hang,1269,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1270,happen,,happen,1270,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1271,happy,,happy,1271,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1272,hard,,hard,1272,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1273,hardly,,hardly,1273,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1274,harm,,harm,1274,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1275,harmful,,harmful,1275,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1276,harmonious,,harmonious,1276,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1277,harmony,,harmony,1277,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1278,harvest,,harvest,1278,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1279,hat,,hat,1279,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1280,hatch,,hatch,1280,1,1,high_school_selective_compulsory,**,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1281,hate,,hate,1281,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1282,have,has,have (has),1282,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1283,he,,he,1283,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1284,head,,head,1284,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1285,headache,,headache,1285,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1286,health,,health,1286,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1287,healthy,,healthy,1287,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1288,hear,,hear,1288,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1289,heart,,heart,1289,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1290,heat,,heat,1290,1,1,compulsory_education,,H,144,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1291,heavy,,heavy,1291,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1292,height,,height,1292,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1293,hello,,hello,1293,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1294,help,,help,1294,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1295,helpful,,helpful,1295,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1296,hen,,hen,1296,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1297,hence,,hence,1297,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1298,her,,her,1298,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1299,herb,,herb,1299,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1300,here,,here,1300,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1301,hero,,hero,1301,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1302,hers,,hers,1302,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1303,herself,,herself,1303,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1304,hesitate,,hesitate,1304,1,1,high_school_compulsory,*,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1305,hi,,hi,1305,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1306,hide,,hide,1306,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1307,high,,high,1307,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1308,highlight,,highlight,1308,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1309,hike,,hike,1309,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1310,hill,,hill,1310,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1311,him,,him,1311,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1312,himself,,himself,1312,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1313,hire,,hire,1313,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1314,his,,his,1314,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1315,historic,,historic,1315,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1316,history,,history,1316,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1317,hit,,hit,1317,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1318,hobby,,hobby,1318,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1319,hold,,hold,1319,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1320,hole,,hole,1320,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1321,holiday,,holiday,1321,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1322,home,,home,1322,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1323,hometown,,hometown,1323,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1324,homework,,homework,1324,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1325,honest,,honest,1325,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1326,honey,,honey,1326,1,1,high_school_compulsory,*,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1327,honour,honor,honour (honor),1327,1,1,high_school_compulsory,*,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1328,hope,,hope,1328,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1329,horrible,,horrible,1329,1,1,high_school_compulsory,*,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1330,horse,,horse,1330,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1331,hospital,,hospital,1331,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1332,host,,host,1332,1,1,high_school_compulsory,*,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1333,hot,,hot,1333,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1334,hotel,,hotel,1334,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1335,hour,,hour,1335,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1336,house,,house,1336,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1337,household,,household,1337,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1338,housework,,housework,1338,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1339,housing,,housing,1339,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1340,how,,how,1340,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1341,however,,however,1341,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1342,hug,,hug,1342,1,1,high_school_compulsory,*,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1343,huge,,huge,1343,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1344,human,,human,1344,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1345,humble,,humble,1345,1,1,high_school_selective_compulsory,**,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1346,humorous,,humorous,1346,1,1,compulsory_education,,H,145,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1347,hundred,,hundred,1347,1,1,compulsory_education,,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1348,hungry,,hungry,1348,1,1,compulsory_education,,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1349,hunt,,hunt,1349,1,1,high_school_selective_compulsory,**,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1350,hurricane,,hurricane,1350,1,1,high_school_compulsory,*,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1351,hurry,,hurry,1351,1,1,compulsory_education,,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1352,hurt,,hurt,1352,1,1,compulsory_education,,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1353,husband,,husband,1353,1,1,compulsory_education,,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1354,hydrogen,,hydrogen,1354,1,1,high_school_selective_compulsory,**,H,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1355,I,,I,1355,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1356,ice,,ice,1356,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1357,ice-cream,,ice-cream,1357,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1358,idea,,idea,1358,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1359,ideal,,ideal,1359,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1360,identical,,identical,1360,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1361,identify,,identify,1361,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1362,identity,,identity,1362,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1363,idiom,,idiom,1363,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1364,if,,if,1364,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1365,ignore,,ignore,1365,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1366,ill,,ill,1366,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1367,illegal,,illegal,1367,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1368,illness,,illness,1368,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1369,illustrate,,illustrate,1369,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1370,image,,image,1370,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1371,imagine,,imagine,1371,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1372,immediately,,immediately,1372,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1373,impact,,impact,1373,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1374,imply,,imply,1374,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1375,import,,import,1375,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1376,important,,important,1376,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1377,impossible,,impossible,1377,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1378,impress,,impress,1378,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1379,impression,,impression,1379,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1380,improve,,improve,1380,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1381,in,,in,1381,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1382,inch,,inch,1382,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1383,incident,,incident,1383,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1384,include,,include,1384,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1385,income,,income,1385,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1386,increase,,increase,1386,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1387,incredible,,incredible,1387,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1388,indeed,,indeed,1388,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1389,independent,,independent,1389,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1390,India,,India,1390,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1391,Indian,,Indian,1391,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1392,indicate,,indicate,1392,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1393,individual,,individual,1393,1,1,high_school_compulsory,*,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1394,industry,,industry,1394,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1395,infection,,infection,1395,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1396,infer,,infer,1396,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1397,influence,,influence,1397,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1398,influential,,influential,1398,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1399,information,,information,1399,1,1,compulsory_education,,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1400,initial,,initial,1400,1,1,high_school_selective_compulsory,**,I,146,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1401,initiative,,initiative,1401,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1402,injury,,injury,1402,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1403,inner,,inner,1403,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1404,innocent,,innocent,1404,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1405,innovation,,innovation,1405,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1406,input,,input,1406,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1407,inquire,,inquire,1407,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1408,insect,,insect,1408,1,1,high_school_compulsory,*,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1409,inside,,inside,1409,1,1,compulsory_education,,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1410,insight,,insight,1410,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1411,insist,,insist,1411,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1412,inspection,,inspection,1412,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1413,inspire,,inspire,1413,1,1,high_school_compulsory,*,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1414,instance,,instance,1414,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1415,instant,,instant,1415,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1416,instead,,instead,1416,1,1,compulsory_education,,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1417,institute,,institute,1417,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1418,institution,,institution,1418,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1419,instruction,,instruction,1419,1,1,compulsory_education,,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1420,instrument,,instrument,1420,1,1,compulsory_education,,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1421,insurance,,insurance,1421,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
curriculum-1422,integrate,,integrate,1422,1,1,high_school_selective_compulsory,**,I,147,moe-hs-english-2017-2020-appendix-2,,,,,pending_definition_and_phonetics
