phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
put out,put out,2,junior,true,v,put_out%2:29:00::|put_out%2:29:01::|put_out%2:32:00::|put_out%2:33:00::|put_out%2:35:00::|put_out%2:35:01::|put_out%2:36:00::|put_out%2:41:00::|put_out%2:42:00::|put_out%2:43:00::,true,6,evidence_ready_review,42.074,false
run away,run away,2,junior,true,v,run_away%2:38:00::|run_away%2:38:04::,true,6,evidence_ready_review,42.074,false
science fiction,science fiction,2,senior_high,true,n,science_fiction%1:10:00::,true,13,evidence_ready_review,42.074,false
secretary general,secretary general,2,senior_high,true,n,secretary_general%1:18:00::,true,13,evidence_ready_review,42.074,false
seek out,seek out,2,senior_high,true,v,seek_out%2:35:00::,true,6,evidence_ready_review,42.074,false
set out,set out,2,junior,true,v,set_out%2:30:00::|set_out%2:35:00::|set_out%2:38:00::,true,6,evidence_ready_review,42.074,false
sit in,sit in,2,junior,true,n|v,sit-in%1:04:00::|sit_in%2:41:00::|sit_in%2:42:00::,true,6,evidence_ready_review,42.074,false
take in,take in,2,junior,true,n|v,take-in%1:04:00::|take_in%2:30:00::|take_in%2:30:03::|take_in%2:31:00::|take_in%2:32:00::|take_in%2:34:00::|take_in%2:34:01::|take_in%2:35:00::|take_in%2:35:01::|take_in%2:35:02::|take_in%2:35:04::|take_in%2:39:00::|take_in%2:39:06::|take_in%2:40:00::|take_in%2:40:09::|take_in%2:41:00::|take_in%2:42:00::|take_in%2:43:00::,true,6,evidence_ready_review,42.074,false
take over,take over,2,junior,true,v,take_over%2:40:00::|take_over%2:40:03::|take_over%2:40:05::|take_over%2:40:06::|take_over%2:40:07::|take_over%2:41:00::|take_over%2:41:01::|take_over%2:41:02::,true,6,evidence_ready_review,42.074,false
take to,take to,2,junior,true,v,take_to%2:37:00::|take_to%2:41:01::,true,6,evidence_ready_review,42.074,false
turn out,turn out,2,junior,true,v,turn_out%2:29:00::|turn_out%2:30:00::|turn_out%2:35:00::|turn_out%2:35:01::|turn_out%2:36:00::|turn_out%2:36:01::|turn_out%2:38:00::|turn_out%2:40:03::|turn_out%2:41:03::|turn_out%2:42:00::|turn_out%2:42:01::|turn_out%2:42:02::,true,6,evidence_ready_review,42.074,false
in case,in case,2,junior,true,r,in_case%4:02:00::,false,12,evidence_ready_review,42.004,false
in common,in common,2,junior,true,r,in_common%4:02:00::|in_common%4:02:01::,false,12,evidence_ready_review,42.004,false
in line,in line,2,junior,true,a|r,in_line%4:02:00::|in_line%5:00:00:eligible:00|in_line%5:00:00:succeeding:00,false,12,evidence_ready_review,42.004,false
in public,in public,2,junior,true,r,in_public%4:02:00::,false,12,evidence_ready_review,42.004,false
on the way,on the way,3,junior,true,r,on_the_way%4:02:00::,false,12,evidence_ready_review,42.004,false
act as,act as,2,junior,true,v,act_as%2:29:00::|act_as%2:42:00::,false,8,evidence_ready_review,41.699,false
escape from,escape from,2,senior_high,true,v,escape_from%2:38:00::,false,8,evidence_ready_review,41.699,false
get rid of,get rid of,3,cet4,true,v,get_rid_of%2:30:00::|get_rid_of%2:40:01::|get_rid_of%2:41:00::,false,8,evidence_ready_review,41.699,false
immune system,immune system,2,cet4,true,n,immune_system%1:08:00::,false,17,evidence_ready_review,41.699,false
one hundred,one hundred,2,cet4,true,a,one_hundred%5:00:00:cardinal:00,false,17,evidence_ready_review,41.699,false
prepare for,prepare for,2,junior,true,v,prepare_for%2:30:00::,false,8,evidence_ready_review,41.699,false
shut down,shut down,2,junior,true,v,shut_down%2:41:00::,false,8,evidence_ready_review,41.699,false
credit card,credit card,2,senior_high,true,n,credit_card%1:21:01::,true,12,evidence_ready_review,41.004,false
free speech,free speech,2,junior,false,,,true,12,moby_corpus_review,41.004,false
old age,old age,2,junior,true,n,old_age%1:28:00::,true,12,evidence_ready_review,41.004,false
one another,one another,2,cet4,false,,,true,12,moby_corpus_review,41.004,false
a couple of,a couple of,3,junior,true,a,a_couple_of%5:00:00:few:00,false,16,evidence_ready_review,40.875,false
at work,at work,2,junior,true,a,at_work%5:00:00:busy:00,false,16,evidence_ready_review,40.875,false
heart disease,heart disease,2,junior,true,n,heart_disease%1:26:00::,false,16,evidence_ready_review,40.875,false
proud of,proud of,2,junior,true,a,proud_of%5:00:00:proud:00,false,16,evidence_ready_review,40.875,false
all the way,all the way,3,junior,true,r,all_the_way%4:02:03::|all_the_way%4:02:04::|all_the_way%4:02:09::,false,11,evidence_ready_review,40.85,false
for instance,for instance,2,senior_high,true,r,for_instance%4:02:00::,false,11,evidence_ready_review,40.85,false
hand in hand,hand in hand,3,junior,true,r,hand_in_hand%4:02:01::|hand_in_hand%4:02:03::,false,11,evidence_ready_review,40.85,false
in turn,in turn,2,junior,true,r,in_turn%4:02:00::,false,11,evidence_ready_review,40.85,false
no doubt,no doubt,2,junior,true,r,no_doubt%4:02:00::,false,11,evidence_ready_review,40.85,false
together with,together with,2,junior,true,r,together_with%4:02:00::,false,11,evidence_ready_review,40.85,false
arrive at,arrive at,2,junior,true,v,arrive_at%2:38:00::,false,7,evidence_ready_review,40.0,false
buy it,buy it,2,junior,true,v,buy_it%2:30:00::,false,7,evidence_ready_review,40.0,false
call for,call for,2,junior,true,v,call_for%2:32:03::|call_for%2:32:04::|call_for%2:40:00::|call_for%2:42:00::,false,7,evidence_ready_review,40.0,false
in for,in for,2,junior,true,a,in_for%5:00:00:certain:03,false,15,evidence_ready_review,40.0,false
let go of,let go of,3,junior,true,v,let_go_of%2:35:00::,false,7,evidence_ready_review,40.0,false
real life,real life,2,junior,true,n,real_life%1:09:00::,false,15,evidence_ready_review,40.0,false
run for,run for,2,junior,true,v,run_for%2:42:00::,false,7,evidence_ready_review,40.0,false
stay on,stay on,2,junior,true,v,stay_on%2:42:00::,false,7,evidence_ready_review,40.0,false
take part,take part,2,junior,true,v,take_part%2:41:00::,false,7,evidence_ready_review,40.0,false
break down,break down,2,junior,true,v,break_down%2:29:00::|break_down%2:30:00::|break_down%2:30:09::|break_down%2:31:00::|break_down%2:33:00::|break_down%2:35:01::|break_down%2:37:00::|break_down%2:38:00::,true,5,evidence_ready_review,39.85,false
come along,come along,2,junior,true,v,come_along%2:30:00::|come_along%2:30:01::,true,5,evidence_ready_review,39.85,false
come on,come on,2,junior,true,n|v,come-on%1:07:00::|come-on%1:09:00::|come_on%2:30:00::|come_on%2:30:01::|come_on%2:30:02::|come_on%2:35:00::|come_on%2:38:00::,true,5,evidence_ready_review,39.85,false
cut down,cut down,2,junior,true,v,cut_down%2:30:00::|cut_down%2:33:00::|cut_down%2:35:00::|cut_down%2:35:01::|cut_down%2:35:02::|cut_down%2:35:03::,true,5,evidence_ready_review,39.85,false
fall back,fall back,2,junior,true,v,fall_back%2:29:00::|fall_back%2:33:00::|fall_back%2:38:00::|fall_back%2:38:01::|fall_back%2:38:03::|fall_back%2:41:00::,true,5,evidence_ready_review,39.85,false
get through,get through,2,junior,true,v,get_through%2:30:00::|get_through%2:31:00::|get_through%2:32:00::|get_through%2:38:00::|get_through%2:42:00::,true,5,evidence_ready_review,39.85,false
go away,go away,2,junior,true,v,go_away%2:30:00::|go_away%2:38:00::|go_away%2:38:05::|go_away%2:39:00::,true,5,evidence_ready_review,39.85,false
hold back,hold back,2,junior,true,v,hold_back%2:30:00::|hold_back%2:33:00::|hold_back%2:39:00::|hold_back%2:40:00::|hold_back%2:42:00::|hold_back%2:42:01::,true,5,evidence_ready_review,39.85,false
keep in,keep in,2,junior,true,v,keep_in%2:41:00::,true,5,evidence_ready_review,39.85,false
let out,let out,2,junior,true,v,let_out%2:30:00::|let_out%2:32:00::|let_out%2:32:02::|let_out%2:35:00::,true,5,evidence_ready_review,39.85,false
look back,look back,2,junior,true,v,look_back%2:31:00::|look_back%2:39:00::,true,5,evidence_ready_review,39.85,false
mother in law,mother in law,3,junior,true,n,mother-in-law%1:18:00::,true,11,evidence_ready_review,39.85,false
move in,move in,2,junior,true,v,move_in%2:38:00::|move_in%2:38:01::|move_in%2:38:02::,true,5,evidence_ready_review,39.85,false
no good,no good,2,junior,true,a,no-good%5:00:00:bad:00|no-good%5:00:00:worthless:00,true,11,evidence_ready_review,39.85,false
put up,put up,2,junior,true,a|v,put-up%5:00:00:planned:00|put_up%2:30:00::|put_up%2:31:00::|put_up%2:32:00::|put_up%2:35:00::|put_up%2:36:00::|put_up%2:40:00::|put_up%2:40:01::|put_up%2:41:00::|put_up%2:41:01::,true,5,evidence_ready_review,39.85,false
run into,run into,2,junior,true,v,run_into%2:35:00::|run_into%2:35:01::|run_into%2:38:01::|run_into%2:42:01::,true,5,evidence_ready_review,39.85,false
secretary of state,secretary of state,3,senior_high,true,n,secretary_of_state%1:18:00::,true,11,evidence_ready_review,39.85,false
self improvement,self improvement,2,cet4,true,n,self-improvement%1:04:00::,true,11,evidence_ready_review,39.85,false
step in,step in,2,junior,true,n|v,step-in%1:06:00::|step_in%2:41:00::|step_in%2:41:09::,true,5,evidence_ready_review,39.85,false
take down,take down,2,junior,true,v,take_down%2:32:00::|take_down%2:36:00::|take_down%2:37:00::|take_down%2:38:00::,true,5,evidence_ready_review,39.85,false
ward off,ward off,2,senior_high,true,v,ward_off%2:33:00::|ward_off%2:41:00::,true,5,evidence_ready_review,39.85,false
all along,all along,2,junior,true,r,all_along%4:02:00::,false,10,evidence_ready_review,39.594,false
in on,in on,2,junior,true,r,in_on%4:02:00::,false,10,evidence_ready_review,39.594,false
in the way,in the way,3,junior,true,r,in_the_way%4:02:00::,false,10,evidence_ready_review,39.594,false
just about,just about,2,junior,true,r,just_about%4:02:00::,false,10,evidence_ready_review,39.594,false
once again,once again,2,junior,true,r,once_again%4:02:00::,false,10,evidence_ready_review,39.594,false
until now,until now,2,junior,true,r,until_now%4:02:00::,false,10,evidence_ready_review,39.594,false
very well,very well,2,junior,true,r,very_well%4:02:00::|very_well%4:02:01::,false,10,evidence_ready_review,39.594,false
economic growth,economic growth,2,cet4,true,n,economic_growth%1:22:00::,false,14,evidence_ready_review,39.069,false
in love,in love,2,junior,true,a,in_love%5:00:00:loving:00,false,14,evidence_ready_review,39.069,false
tired of,tired of,2,junior,true,a,tired_of%5:00:00:displeased:00,false,14,evidence_ready_review,39.069,false
under way,under way,2,junior,true,r,under_way%4:02:00::,true,7,evidence_ready_review,39.0,false
on the other hand,on the other hand,4,junior,true,r,on_the_other_hand%4:02:00::,false,11,evidence_ready_review,38.85,false
ice cream,ice cream,2,junior,true,n,ice_cream%1:13:00::,true,10,evidence_ready_review,38.594,false
olive oil,olive oil,2,cet6,true,n,olive_oil%1:13:00::,true,10,evidence_ready_review,38.594,false
one way,one way,2,cet4,true,a,one-way%5:00:00:unidirectional:00,true,10,evidence_ready_review,38.594,false
present day,present day,2,junior,true,a,present-day%5:00:00:current:00,true,10,evidence_ready_review,38.594,false
toilet paper,toilet paper,2,junior,true,n,toilet_paper%1:27:00::,true,10,evidence_ready_review,38.594,false
as it is,as it is,3,junior,true,r,as_it_is%4:02:00::,false,9,evidence_ready_review,38.219,false
as usual,as usual,2,junior,true,r,as_usual%4:02:00::,false,9,evidence_ready_review,38.219,false
in a way,in a way,3,junior,true,r,in_a_way%4:02:00::,false,9,evidence_ready_review,38.219,false
in full,in full,2,junior,true,r,in_full%4:02:00::,false,9,evidence_ready_review,38.219,false
in person,in person,2,junior,true,a|r,in-person%5:00:00:personal:00|in_person%4:02:01::,false,9,evidence_ready_review,38.219,false
in vain,in vain,2,cet4,true,r,in_vain%4:02:00::,false,9,evidence_ready_review,38.219,false
per year,per year,2,junior,true,r,per_year%4:02:00::,false,9,evidence_ready_review,38.219,false
to date,to date,2,junior,true,r,to_date%4:02:00::,false,9,evidence_ready_review,38.219,false
be born,be born,2,junior,true,v,be_born%2:30:00::,false,6,evidence_ready_review,38.074,false
bring back,bring back,2,junior,true,v,bring_back%2:29:00::|bring_back%2:38:00::,false,6,evidence_ready_review,38.074,false
center on,center on,2,junior,true,v,center_on%2:42:00::|center_on%2:42:01::,false,6,evidence_ready_review,38.074,false
fall asleep,fall asleep,2,junior,true,v,fall_asleep%2:29:00::,false,6,evidence_ready_review,38.074,false
fall into,fall into,2,junior,true,v,fall_into%2:42:00::,false,6,evidence_ready_review,38.074,false
go far,go far,2,junior,true,v,go_far%2:41:00::|go_far%2:42:00::,false,6,evidence_ready_review,38.074,false
go home,go home,2,junior,true,v,go_home%2:38:00::,false,6,evidence_ready_review,38.074,false
go to bed,go to bed,3,junior,true,v,go_to_bed%2:29:00::,false,6,evidence_ready_review,38.074,false
great deal,great deal,2,junior,true,n,great_deal%1:23:00::,false,13,evidence_ready_review,38.074,false
look out,look out,2,junior,true,v,look_out%2:33:10::|look_out%2:39:00::,false,6,evidence_ready_review,38.074,false
look to,look to,2,junior,true,v,look_to%2:31:01::|look_to%2:37:00::,false,6,evidence_ready_review,38.074,false
sleep in,sleep in,2,junior,true,v,sleep_in%2:29:00::|sleep_in%2:34:00::,false,6,evidence_ready_review,38.074,false
watch over,watch over,2,junior,true,v,watch_over%2:41:00::,false,6,evidence_ready_review,38.074,false
work out,work out,2,junior,true,v,work_out%2:29:00::|work_out%2:29:01::|work_out%2:30:00::|work_out%2:30:01::|work_out%2:31:04::|work_out%2:31:06::|work_out%2:31:07::|work_out%2:42:00::,false,6,evidence_ready_review,38.074,false
add up,add up,2,junior,true,v,add_up%2:32:00::|add_up%2:42:00::|add_up%2:42:01::|add_up%2:42:03::,true,4,evidence_ready_review,37.219,false
break in,break in,2,junior,true,n|v,break-in%1:04:00::|break_in%2:30:00::|break_in%2:30:01::|break_in%2:30:03::|break_in%2:32:00::|break_in%2:35:00::|break_in%2:41:00::,true,4,evidence_ready_review,37.219,false
bring down,bring down,2,junior,true,v,bring_down%2:30:00::|bring_down%2:32:00::|bring_down%2:37:00::|bring_down%2:38:00::|bring_down%2:38:01::|bring_down%2:41:00::,true,4,evidence_ready_review,37.219,false
buy in,buy in,2,junior,true,v,buy_in%2:40:00::,true,4,evidence_ready_review,37.219,false
call out,call out,2,junior,true,n|v,call-out%1:10:00::|call_out%2:32:00::|call_out%2:32:01::|call_out%2:32:12::,true,4,evidence_ready_review,37.219,false
check out,check out,2,junior,true,v,check_out%2:31:00::|check_out%2:32:00::|check_out%2:32:01::|check_out%2:40:00::|check_out%2:40:02::|check_out%2:41:00::|check_out%2:42:06::,true,4,evidence_ready_review,37.219,false
cover up,cover up,2,junior,true,n|v,cover-up%1:04:00::|cover_up%2:39:00::,true,4,evidence_ready_review,37.219,false
cut out,cut out,2,junior,true,a|v,cut_out%2:30:00::|cut_out%2:30:01::|cut_out%2:33:00::|cut_out%2:35:01::|cut_out%2:35:02::|cut_out%2:35:03::|cut_out%5:00:00:cut:03,true,4,evidence_ready_review,37.219,false
fill in,fill in,2,junior,true,n|v,fill-in%1:18:00::|fill_in%2:32:00::|fill_in%2:32:02::|fill_in%2:36:00::|fill_in%2:40:00::,true,4,evidence_ready_review,37.219,false
fit in,fit in,2,junior,true,v,fit_in%2:42:00::,true,4,evidence_ready_review,37.219,false
follow up,follow up,2,junior,true,n|v,follow-up%1:04:00::|follow-up%1:04:01::|follow-up%1:06:00::|follow_up%2:30:00::|follow_up%2:30:01::,true,4,evidence_ready_review,37.219,false
get on,get on,2,junior,true,v,get_on%2:30:00::|get_on%2:30:01::|get_on%2:30:03::|get_on%2:38:00::|get_on%2:38:02::|get_on%2:38:03::|get_on%2:41:00::,true,4,evidence_ready_review,37.219,false
go over,go over,2,junior,true,v,go_over%2:29:00::|go_over%2:30:00::|go_over%2:31:00::|go_over%2:31:01::,true,4,evidence_ready_review,37.219,false
have on,have on,2,junior,true,v,have_on%2:29:00::,true,4,evidence_ready_review,37.219,false
magnetic field,magnetic field,2,cet4,true,n,magnetic_field%1:19:00::,true,9,evidence_ready_review,37.219,false
pay off,pay off,2,junior,true,v,pay_off%2:33:00::|pay_off%2:40:00::|pay_off%2:40:01::|pay_off%2:40:02::|pay_off%2:40:03::|pay_off%2:40:04::,true,4,evidence_ready_review,37.219,false
put down,put down,2,junior,true,n|v,put-down%1:10:00::|put_down%2:32:00::|put_down%2:32:05::|put_down%2:35:00::|put_down%2:35:01::|put_down%2:35:02::|put_down%2:35:03::|put_down%2:37:00::|put_down%2:38:00::,true,4,evidence_ready_review,37.219,false
run off,run off,2,junior,true,v,run_off%2:33:00::|run_off%2:36:00::|run_off%2:38:00::|run_off%2:38:01::|run_off%2:38:02::|run_off%2:38:03::|run_off%2:38:04::,true,4,evidence_ready_review,37.219,false
run on,run on,2,junior,true,a|v,run-on%3:00:00::|run_on%2:32:00::|run_on%2:42:00::,true,4,evidence_ready_review,37.219,false
run out,run out,2,junior,true,v,run_out%2:29:00::|run_out%2:30:02::|run_out%2:30:03::|run_out%2:30:12::|run_out%2:38:00::|run_out%2:38:01::|run_out%2:38:02::|run_out%2:42:00::,true,4,evidence_ready_review,37.219,false
set in,set in,2,junior,true,v,set_in%2:30:00::|set_in%2:42:00::|set_in%2:43:00::,true,4,evidence_ready_review,37.219,false
set to,set to,2,junior,true,n,set-to%1:04:00::,true,9,evidence_ready_review,37.219,false
sleep with,sleep with,2,junior,true,v,sleep_with%2:35:00::,true,4,evidence_ready_review,37.219,false
speak up,speak up,2,junior,true,v,speak_up%2:32:00::|speak_up%2:32:03::,true,4,evidence_ready_review,37.219,false
stand by,stand by,2,junior,true,v,stand_by%2:42:00::|stand_by%2:42:01::|stand_by%2:42:02::,true,4,evidence_ready_review,37.219,false
stand for,stand for,2,junior,true,v,stand_for%2:31:00::|stand_for%2:32:00::|stand_for%2:32:01::|stand_for%2:42:00::,true,4,evidence_ready_review,37.219,false
stand out,stand out,2,junior,true,v,stand_out%2:33:01::|stand_out%2:38:00::|stand_out%2:42:00::|stand_out%2:42:02::,true,4,evidence_ready_review,37.219,false
stick to,stick to,2,junior,true,v,stick_to%2:30:00::|stick_to%2:35:03::,true,4,evidence_ready_review,37.219,false
take up,take up,2,junior,true,n|v,take-up%1:04:00::|take-up%1:06:00::|take_up%2:30:00::|take_up%2:30:01::|take_up%2:31:00::|take_up%2:34:00::|take_up%2:35:00::|take_up%2:35:01::|take_up%2:35:03::|take_up%2:35:04::|take_up%2:38:03::|take_up%2:40:00::|take_up%2:41:00::|take_up%2:41:01::|take_up%2:42:00::,true,4,evidence_ready_review,37.219,false
throw up,throw up,2,junior,true,v,throw_up%2:29:00::,true,4,evidence_ready_review,37.219,false
trade in,trade in,2,junior,true,n|v,trade-in%1:21:00::|trade_in%2:40:00::,true,4,evidence_ready_review,37.219,false
